{ Design }

Management ,1,  1000
Management ,1, 30000
Management ,11,65000
Management ,4, 20000
Management ,1,  1000
Management ,1,  7000
Management ,1,  5000
Management ,8,  9000
Management ,1,  5000
Management ,1,  2000
Management ,1,  3000
Management ,3,  1500
Management ,1,  1000
Management ,6,  8500
Management ,1,  1000
Management ,2, 12000
Management ,1,  2000
Management ,1,  3000
Management ,1,  1000
Management ,1,  1000

Operations ,145, 811600
Operations ,1,     5000
Operations ,1,     3000
Operations ,1,    15000
Operations ,1,     8000
Operations ,1,     3000
Operations ,1,    18000
Operations ,1,     3000
Operations ,1,     4000
Operations ,1,     3000
Operations ,1,     1000
Operations ,1,     5000
Operations ,1,     3000
Operations ,1,     2500
Operations ,1,     2000
Operations ,1,    15000
Operations ,1,     3000
Operations ,1,     2000
Operations ,1,    12000
Operations ,1,     4000
Operations ,1,     8000
Operations ,1,     6000
Operations ,1,     3000
Operations ,1,     5000
Operations ,1,    20000
Operations ,1,     1000
Operations ,1,     5000
Operations ,1,    10000
Operations ,1,     2000
Operations ,1,     8000
Operations ,1,     3000
Operations ,1,     4000
Operations ,1,     2000
Operations ,1,    10000
Operations ,1,    10000

{ Presenter }

Presenter , 1,  12000
Presenter , 1,   3000
Presenter , 3,   9500
Presenter , 3,  17000
Presenter , 1,   2000
Presenter , 1,   1000
Presenter , 1,   1500
Presenter , 2,   6000
Presenter , 1,   4000
Presenter , 1,  10000
Presenter , 1,   2000
Presenter , 1,   1000
Presenter , 1,  10000
Presenter , 1,   2500
Presenter , 1,  14000

Transcription , 1, 10000
Transcription , 1, 10000
Transcription , 1,  2000

Voice over , 3,  3000
Voice over , 3, 10000
voice over , 1,  2500
voice over , 1,  5000
Voice over , 1,  6000
Voice over , 1,  3000
Voice over , 1,  8000
Voice over , 2,  8500
Voice over , 1, 15000

{ Engineering }

Engineering ,6, 16500
Engineering ,1,  2000
Engineering ,1,  5000
Engineering ,2, 10000
Engineering ,1,  8000
Engineering ,1, 10000
Engineering ,1,  6000
Engineering ,1, 25000
Engineering ,1,  1000
Engineering ,1,  8000
Engineering ,2, 10000
Engineering ,1,  1000
